Scrap_date;Scrap_time;Country_from;Country_to;Flight_id;There_or_Back;Flight_date;Airline;Change;Price;Depart_hour;Depart_from;Arrival_hour;Arrive_to
2019-05-14;18:58;Greece;Russia;2993;Back;12/02/20;Pegasus;1;26.00;10:00;Istanbul SAWIstanbul (Sabiha Gokcen) SAW;10:30;Athens ATH
2019-05-14;18:58;Greece;Russia;2994;There;16/06/19;Wizz Air;1;19.99;09:40;Corfu CFU;10:15;Budapest BUD W62446
2019-05-14;18:58;Greece;Russia;2994;There;16/06/19;Wizz Air;1;88.43;17:55;Budapest BUD;21:30;Moscow VKOMoscow (Vnukovo) VKO
2019-05-14;18:58;Greece;Russia;2994;Back;24/06/19;Pobeda;1;75.67;08:10;Moscow VKOMoscow (Vnukovo) VKO;10:25;Cologne CGNCologne-Bonn CGN DP819
2019-05-14;18:58;Greece;Russia;2994;Back;24/06/19;Ryanair;1;24.99;15:55;Cologne CGNCologne-Bonn CGN;19:25;Corfu CFU
2019-05-14;18:58;Greece;Russia;2995;There;30/05/19;Ryanair;1;22.98;10:00;Corfu CFU;11:30;Berlin TXLBerlin (Tegel) TXL FR268
2019-05-14;18:58;Greece;Russia;2995;There;30/05/19;Pobeda;1;73.65;20:05;Berlin TXLBerlin (Tegel) TXL;23:55;Moscow VKOMoscow (Vnukovo) VKO
2019-05-14;18:58;Greece;Russia;2995;Back;03/06/19;Pobeda;1;75.67;08:10;Moscow VKOMoscow (Vnukovo) VKO;10:25;Cologne CGNCologne-Bonn CGN DP819
2019-05-14;18:58;Greece;Russia;2995;Back;03/06/19;Ryanair;1;41.81;15:55;Cologne CGNCologne-Bonn CGN;19:25;Corfu CFU
2019-05-14;18:58;Greece;Russia;2996;There;10/09/19;Ryanair;1;41.66;10:00;Corfu CFU;11:30;Berlin TXLBerlin (Tegel) TXL FR55
2019-05-14;18:58;Greece;Russia;2996;There;10/09/19;Pobeda;1;48.43;20:05;Berlin TXLBerlin (Tegel) TXL;23:55;Moscow VKOMoscow (Vnukovo) VKO
2019-05-14;18:58;Greece;Russia;2996;Back;16/09/19;Pobeda;1;75.67;08:10;Moscow VKOMoscow (Vnukovo) VKO;10:25;Cologne CGNCologne-Bonn CGN DP819
2019-05-14;18:58;Greece;Russia;2996;Back;16/09/19;Ryanair;1;49.97;15:55;Cologne CGNCologne-Bonn CGN;19:25;Corfu CFU
2019-05-14;18:58;Greece;Russia;2997;There;27/05/19;Ryanair;1;28.99;13:45;Kos KGS;15:50;Berlin TXLBerlin (Tegel) TXL FR252
2019-05-14;18:58;Greece;Russia;2997;There;27/05/19;Pobeda;1;73.65;20:05;Berlin TXLBerlin (Tegel) TXL;23:55;Moscow VKOMoscow (Vnukovo) VKO
2019-05-14;18:58;Greece;Russia;2997;Back;04/06/19;Pobeda;1;48.43;07:55;Moscow VKOMoscow (Vnukovo) VKO;10:40;Ostend OSTOstend-Bruges OST DP903
2019-05-14;18:58;Greece;Russia;2997;Back;04/06/19;Jetairfly;1;49.99;15:40;Ostend OSTOstend-Bruges OST;22:00;Kos KGS
2019-05-14;18:58;Greece;Russia;2998;There;29/05/19;Ryanair;1;28.99;17:05;Kos KGS;19:10;Berlin TXLBerlin (Tegel) TXL FR260
2019-05-14;18:58;Greece;Russia;2998;There;29/05/19;Pobeda;1;73.65;20:05;Berlin TXLBerlin (Tegel) TXL;23:55;Moscow VKOMoscow (Vnukovo) VKO
2019-05-14;18:58;Greece;Russia;2998;Back;04/06/19;Pobeda;1;48.43;07:55;Moscow VKOMoscow (Vnukovo) VKO;10:40;Ostend OSTOstend-Bruges OST DP903
2019-05-14;18:58;Greece;Russia;2998;Back;04/06/19;Jetairfly;1;49.99;15:40;Ostend OSTOstend-Bruges OST;22:00;Kos KGS
2019-05-14;18:58;Greece;Russia;2999;There;20/05/19;Ryanair;1;28.99;10:40;Rhodes RHO;12:55;Berlin TXLBerlin (Tegel) TXL FR352
2019-05-14;18:58;Greece;Russia;2999;There;20/05/19;Pobeda;1;73.65;15:45;Berlin TXLBerlin (Tegel) TXL;19:15;Moscow VKOMoscow (Vnukovo) VKO
2019-05-14;18:58;Greece;Russia;2999;Back;25/05/19;Pobeda;1;48.43;07:55;Moscow VKOMoscow (Vnukovo) VKO;10:40;Ostend OSTOstend-Bruges OST DP903
2019-05-14;18:58;Greece;Russia;2999;Back;25/05/19;Jetairfly;1;49.99;14:30;Ostend OSTOstend-Bruges OST;19:30;Rhodes RHO
2019-05-14;18:58;Greece;Russia;3000;There;16/05/19;Ryanair;1;22.98;10:00;Corfu CFU;11:30;Berlin TXLBerlin (Tegel) TXL FR268
2019-05-14;18:58;Greece;Russia;3000;There;16/05/19;Pobeda;1;73.65;15:45;Berlin TXLBerlin (Tegel) TXL;19:15;Moscow VKOMoscow (Vnukovo) VKO
2019-05-14;18:58;Greece;Russia;3000;Back;21/05/19;Pobeda;1;82.60;14:35;Moscow VKOMoscow (Vnukovo) VKO;16:10;Bratislava BTS DP801
2019-05-14;18:58;Greece;Russia;3000;Back;21/05/19;Ryanair;1;44.56;19:50;Bratislava BTS;22:35;Corfu CFU
2019-05-14;18:58;Greece;Russia;3001;There;29/05/19;easyJet;1;29.90;14:20;Rhodes RHO;16:55;Berlin TXLBerlin (Tegel) TXL U25690
2019-05-14;18:58;Greece;Russia;3001;There;29/05/19;Pobeda;1;73.65;20:05;Berlin TXLBerlin (Tegel) TXL;23:55;Moscow VKOMoscow (Vnukovo) VKO
2019-05-14;18:58;Greece;Russia;3001;Back;04/06/19;Pobeda;1;48.43;07:55;Moscow VKOMoscow (Vnukovo) VKO;10:40;Ostend OSTOstend-Bruges OST DP903
2019-05-14;18:58;Greece;Russia;3001;Back;04/06/19;Jetairfly;1;39.99;15:40;Ostend OSTOstend-Bruges OST;20:40;Rhodes RHO
2019-05-14;18:58;Greece;Russia;3002;There;29/05/19;Ryanair;1;28.99;17:05;Kos KGS;19:10;Berlin TXLBerlin (Tegel) TXL FR260
2019-05-14;18:58;Greece;Russia;3002;There;29/05/19;Pobeda;1;73.65;20:05;Berlin TXLBerlin (Tegel) TXL;23:55;Moscow VKOMoscow (Vnukovo) VKO
2019-05-14;18:58;Greece;Russia;3002;Back;05/06/19;Pobeda;1;75.67;08:10;Moscow VKOMoscow (Vnukovo) VKO;10:25;Cologne CGNCologne-Bonn CGN DP819
2019-05-14;18:58;Greece;Russia;3002;Back;05/06/19;Eurowings;1;49.99;18:20;Cologne CGNCologne-Bonn CGN;22:35;Kos KGS
2019-05-14;18:58;Greece;Russia;3003;There;02/07/19;Ryanair;1;28.99;10:00;Corfu CFU;11:30;Berlin TXLBerlin (Tegel) TXL FR55
