Kraj_odlotu;Data;Przewoznik;Czy_przesiadka;Cena;Godzina_odlotu;Miejsce_odlotu;Godzina_przylotu;Miejsce_przylotu
Scotland; 19/05/19; easyJet; 1; 6 zł; 00:05; Ibiza IBZ; 10:15; Edinburgh EDI
France; 01/05/19; Ryanair; 1;  zł; 06:25; Bordeaux BOD; 16:15; London STNLondon (Stansted) STN
France; 01/05/19; Ryanair; 1; 1 zł; 15:55; Nantes NTE; 07:25; Nantes NTE FR6549
France; 01/05/19; Ryanair; 1; 2 zł; 08:00; Bordeaux BOD; 16:15; Nantes NTE
France; 01/05/19; Ryanair; 1; 9 zł; 13:45; Manchester MAN; 08:50; Manchester MAN FR3087
France; 01/05/19; Ryanair; 1;  zł; 06:25; Bordeaux BOD; 17:10; Manchester MAN
France; 01/05/19; Ryanair; 1; 2 zł; 16:40; Nantes NTE; 07:25; Nantes NTE FR6549
France; 29/05/19; Ryanair; 1; 2 zł; 08:00; Bordeaux BOD; 16:15; Nantes NTE
France; 29/05/19; Ryanair; 1; 9 zł; 13:45; Manchester MAN; 08:50; Manchester MAN FR3087
France; 08/05/19; Ryanair; 1; 1 zł; 40 Co; enhagen CPH; 16:45; Copenhagen CPH FR6482
France; 08/05/19; Ryanair; 1; 1 zł; 08:40; Copenhagen CPH; 16:55; Bordeaux BOD
France; 22/05/19; Ryanair; 1; 5 zł; 50 Na; tes NTE; 07:45; Nantes NTE FR5560
France; 22/05/19; Ryanair; 1;  zł; 07:50; Nantes NTE; 14:25; Marseille MRS
France; 21/05/19; Ryanair; 1; 5 zł; 05 Na; tes NTE; 07:40; Nantes NTE FR6476
France; 21/05/19; Ryanair; 1; 5 zł; 08:05; Nantes NTE; 12:45; Bordeaux BOD
France; 24/05/19; Ryanair; 1; 4 zł; 55 Na; tes NTE; 16:35; Limoges LIG FR3385
France; 24/05/19; Ryanair; 1; 1 zł; 07:55; Nantes NTE; 21:15; Valencia VLC
France; 14/05/19; Ryanair; 1; 3 zł; 15 Ma; seille MRS; 09:35; Paris BVAParis (Beauvais) BVA FR9503
France; 14/05/19; Ryanair; 1; 2 zł; 10:15; Marseille MRS; 23:05; Stuttgart STR
France; 09/05/19; Laudamotion; 1; 2 zł; 20 St; ttgart STR; 09:15; Stuttgart STR OE5956
France; 09/05/19; Laudamotion; 1; 2 zł; 10:20; Stuttgart STR; 20:35; Marseille MRS
France; 16/05/19; Ryanair; 1; 2 zł; 35 Co; ogne CGNCologne-Bonn CGN; 20:45; Cologne CGNCologne-Bonn CGN FR6480
France; 16/05/19; Ryanair; 1; 2 zł; 08:35; Cologne CGNCologne-Bonn CGN; 23:50; Bordeaux BOD
France; 29/05/19; Ryanair; 1; 2 zł; 20:05; Bordeaux BOD; 21:45; Milan BGYMilan (Bergamo) BGY
France; 29/05/19; Ryanair; 1; 2 zł; 40 Mi; an BGYMilan (Bergamo) BGY; 21:45; Milan BGYMilan (Bergamo) BGY FR5832
France; 08/05/19; Ryanair; 1; 4 zł; 00 To; louse TLS; 14:45; Bordeaux BOD FR6479
France; 08/05/19; Ryanair; 1; 4 zł; 23:00; Toulouse TLS; 23:55; London STNLondon (Stansted) STN
France; 08/05/19; Ryanair; 1; 2 zł; 23:50; Bordeaux BOD; 10:00; Bordeaux BOD FR6550
France; 08/05/19; Ryanair; 1; 1 zł; 05 Ma; chester MAN; 00:40; Manchester MAN FR3087
France; 09/05/19; Volotea; 1; 8 zł; 19:15; Madrid MAD; 20:45; Bordeaux BOD
France; 09/05/19; Volotea; 1; 4 zł; 10 Bo; deaux BOD; 20:45; Bordeaux BOD V72465
France; 22/05/19; Ryanair; 1; 4 zł; 20:15; Basel-Mulh MLHBasel-Mulhouse-Freiburg (MLH) MLH; 22:00; Tuzla TZL
France; 22/05/19; Ryanair; 1; 4 zł; 55 Tu; la TZL; 22:00; Tuzla TZL W64294
France; 28/06/19; easyJet; 1; 7 zł; 13:35; Granada GRX; 15:20; Bordeaux BOD
France; 28/06/19; easyJet; 1; 2 zł; 30 Bo; deaux BOD; 15:20; Bordeaux BOD U27476
France; 19/06/19; easyJet; 1; 7 zł; 25 Ly; n LYS; 11:20; Lille LIL U21677
France; 19/06/19; easyJet; 1; 9 zł; 21:25; Lyon LYS; 22:55; Palma Mall PMI
France; 22/05/19; easyJet; 1; 1 zł; 05 Pa; ermo PMO; 22:30; Palermo PMO V71827
France; 22/05/19; easyJet; 1; 4 zł; 10:05; Palermo PMO; 12:00; Lyon LYS
France; 29/05/19; easyJet; 1;  zł; 17:05; Stuttgart STR; 10:05; Stuttgart STR OE5956
France; 29/05/19; Ryanair; 1; 9 zł; 10 Ve; ice VCEVenice (Marco Polo) VCE; 18:20; Venice VCEVenice (Marco Polo) VCE U23390
France; 13/05/19; easyJet; 1; 4 zł; 40 Ly; n LYS; 21:30; Toulouse TLS U21726
France; 13/05/19; easyJet; 1; 8 zł; 12:40; Lyon LYS; 13:50; Porto OPO
France; 24/05/19; easyJet; 1; 8 zł; 15 Ni; e NCE; 08:30; Nice NCE U21674
France; 24/05/19; easyJet; 1; 6 zł; 21:15; Nice NCE; 22:45; Nantes NTE
France; 10/10/19; easyJet; 1; 6 zł; 07:10; Nantes NTE; 08:40; Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL
France; 10/10/19; easyJet; 1; 1 zł; 10 Ba; el-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL; 08:40; Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL U21012
Germany; 22/05/19; Ryanair; 1; 9 zł; 06:50; Edinburgh EDI; 17:05; Dusseldorf NRNDusseldorf (Weeze) NRN
Germany; 22/05/19; Ryanair; 1; 4 zł; 14:55; London STNLondon (Stansted) STN; 08:25; London STNLondon (Stansted) STN FR8882
Germany; 16/05/19; Ryanair; 1; 4 zł; 08:30; London STNLondon (Stansted) STN; 17:50; Bremen BRE
Germany; 16/05/19; Ryanair; 1; 0 zł; 16:15; Stockholm NYOStockholm (Skavsta) NYO; 11:45; Stockholm NYOStockholm (Skavsta) NYO FR52
Germany; 29/04/19; Ryanair; 1; 4 zł; 20:30; Berlin SXFBerlin (Schonefeld) SXF; 23:10; London STNLondon (Stansted) STN
Germany; 29/04/19; Ryanair; 1; 2 zł; 22:35; Billund BLL; 21:40; Billund BLL FR1704
Germany; 05/05/19; Ryanair; 1; 4 zł; 05:55; London STNLondon (Stansted) STN; 13:50; Berlin SXFBerlin (Schonefeld) SXF
Germany; 05/05/19; Ryanair; 1; 1 zł; 12:40; Billund BLL; 08:30; Billund BLL FR9769
Germany; 05/05/19; Ryanair; 1; 2 zł; 55 Lo; don STNLondon (Stansted) STN; 23:10; London STNLondon (Stansted) STN FR5179
Germany; 05/05/19; Ryanair; 1; 4 zł; 05:55; London STNLondon (Stansted) STN; 13:50; Berlin SXFBerlin (Schonefeld) SXF
Germany; 15/05/19; Ryanair; 1; 2 zł; 45 Br; stol BRS; 15:50; Bristol BRS FR1590
Germany; 15/05/19; Ryanair; 1; 9 zł; 06:45; Bristol BRS; 15:45; Cologne CGNCologne-Bonn CGN
Germany; 15/05/19; easyJet; 1; 7 zł; 55 Be; lin SXFBerlin (Schonefeld) SXF; 16:35; Berlin TXLBerlin (Tegel) TXL U24636
Germany; 15/05/19; Ryanair; 1; 5 zł; 09:55; Berlin SXFBerlin (Schonefeld) SXF; 21:10; Luxembourg LUX
Germany; 21/08/19; easyJet; 1; 1 zł; 00 Be; lin TXLBerlin (Tegel) TXL; 15:35; Hamburg HAM U21457
Germany; 21/08/19; Ryanair; 1; 7 zł; 08:00; Berlin TXLBerlin (Tegel) TXL; 22:05; Gdansk GDN
Germany; 16/05/19; easyJet; 1; 2 zł; 05 Be; lin TXLBerlin (Tegel) TXL; 19:30; Dresden DRS U21203
Germany; 16/05/19; Ryanair; 1; 2 zł; 06:05; Berlin TXLBerlin (Tegel) TXL; 21:10; Copenhagen CPH
Germany; 02/05/19; easyJet; 1; 5 zł; 00 Be; lin TXLBerlin (Tegel) TXL; 15:05; Hamburg HAM U21841
Germany; 02/05/19; easyJet; 1; 9 zł; 15:00; Berlin TXLBerlin (Tegel) TXL; 19:50; Aarhus AAR
Germany; 15/05/19; easyJet; 1; 8 zł; 15 Be; lin SXFBerlin (Schonefeld) SXF; 10:45; Berlin TXLBerlin (Tegel) TXL U25652
Germany; 15/05/19; easyJet; 1; 9 zł; 06:15; Berlin SXFBerlin (Schonefeld) SXF; 20:10; Budapest BUD
Germany; 20/05/19; easyJet; 1; 1 zł; 30 Be; lin TXLBerlin (Tegel) TXL; 11:40; Berlin TXLBerlin (Tegel) TXL U25882
Germany; 20/05/19; easyJet; 1; 8 zł; 06:30; Berlin TXLBerlin (Tegel) TXL; 19:25; Pula PUY
Poland; 03/06/19; Ryanair; 1; 6 zł; 06:30; Wroclaw WRO; 15:45; Gdansk GDN
Poland; 03/06/19; Ryanair; 1; 4 zł; 14:15; Oslo TRFOslo (Torp) TRF; 08:25; Oslo TRFOslo (Torp) TRF FR4127
Poland; 03/06/19; Ryanair; 1; 6 zł; 06:30; Wroclaw WRO; 15:45; Gdansk GDN
Poland; 03/06/19; Ryanair; 1; 4 zł; 14:15; Oslo TRFOslo (Torp) TRF; 08:25; Oslo TRFOslo (Torp) TRF FR4127
Poland; 13/06/19; Ryanair; 1; 7 zł; 06:40; Wroclaw WRO; 14:15; Oslo TRFOslo (Torp) TRF
Poland; 13/06/19; Ryanair; 1; 9 zł; 12:45; Gdansk GDN; 07:45; Gdansk GDN FR4105
Poland; 22/05/19; Wizz Air; 1; 9 zł; 06:30; Gdansk GDN; 16:20; Wroclaw WRO
Poland; 22/05/19; Ryanair; 1; 4 zł; 14:30; Oslo TRFOslo (Torp) TRF; 08:00; Oslo TRFOslo (Torp) TRF W61743
Poland; 14/06/19; Wizz Air; 1; 9 zł; 06:30; Gdansk GDN; 10:40; Wroclaw WRO
Poland; 14/06/19; Ryanair; 1; 4 zł; 08:50; Oslo TRFOslo (Torp) TRF; 08:00; Oslo TRFOslo (Torp) TRF W61743
Poland; 14/05/19; Wizz Air; 1; 4 zł; 40 Gd; nsk GDN; 15:15; Wroclaw WRO W61872
Poland; 14/05/19; Wizz Air; 1; 8 zł; 10:40; Gdansk GDN; 15:45; Stockholm NYOStockholm (Skavsta) NYO
Poland; 16/05/19; Wizz Air; 1; 4 zł; 25 Gd; nsk GDN; 20:05; Katowice KTW W61160
Poland; 16/05/19; Ryanair; 1; 9 zł; 08:25; Gdansk GDN; 17:50; Bremen BRE
Poland; 28/05/19; Ryanair; 1; 9 zł; 40 Me; mingen FMM; 16:15; Memmingen FMM FR5025
Poland; 28/05/19; Ryanair; 1; 2 zł; 09:40; Memmingen FMM; 15:10; Warsaw WMIWarsaw (Modlin) WMI
Poland; 24/05/19; Ryanair; 1; 2 zł; 06:55; Brussels CRLBrussels (Charleroi) CRL; 08:50; Warsaw WMIWarsaw (Modlin) WMI
Poland; 24/05/19; Ryanair; 1; 2 zł; 15 Wa; saw WMIWarsaw (Modlin) WMI; 08:50; Warsaw WMIWarsaw (Modlin) WMI FR1057
Poland; 18/05/19; Wizz Air; 1; 5 zł; 10:40; Gdansk GDN; 12:10; Bremen BRE
Poland; 18/05/19; Wizz Air; 1; 8 zł; 00 Br; men BRE; 12:10; Bremen BRE W61669
Poland; 28/05/19; Wizz Air; 1; 4 zł; 06:15; Gdansk GDN; 17:50; Bremen BRE
Poland; 28/05/19; Wizz Air; 1; 9 zł; 16:15; Stockholm NYOStockholm (Skavsta) NYO; 07:25; Stockholm NYOStockholm (Skavsta) NYO W61731
Poland; 30/04/19; Ryanair; 1; 1 zł; 15 Gd; nsk GDN; 18:20; Gdansk GDN W61734
Poland; 30/04/19; Wizz Air; 1; 4 zł; 06:15; Gdansk GDN; 07:25; Stockholm NYOStockholm (Skavsta) NYO
Poland; 20/05/19; Wizz Air; 1; 8 zł; 50 Wr; claw WRO; 01:10; Gdansk GDN W61620
Poland; 20/05/19; Wizz Air; 1; 6 zł; 12:50; Wroclaw WRO; 14:30; Brussels CRLBrussels (Charleroi) CRL
Poland; 14/02/20; Wizz Air; 1; 2 zł; 55 Ki; v IEVKiev (Zhuliany) IEV; 17:05; Kiev IEVKiev (Zhuliany) IEV W66292
Poland; 14/02/20; Wizz Air; 1; 8 zł; 13:55; Kiev IEVKiev (Zhuliany) IEV; 14:15; Lublin LUZ
Poland; 28/02/20; Wizz Air; 1; 2 zł; 25 Gd; nsk GDN; 17:35; Krakow KRK FR7150
Poland; 28/02/20; Ryanair; 1; 3 zł; 16:25; Gdansk GDN; 17:35; Krakow KRK
Poland; 30/04/19; Ryanair; 1; 9 zł; 50 Gd; nsk GDN; 19:30; Gdansk GDN W61636
Poland; 30/04/19; Wizz Air; 1; 2 zł; 15:50; Gdansk GDN; 17:10; Billund BLL
Poland; 30/05/19; Ryanair; 1; 2 zł; 25 Wa; saw WMIWarsaw (Modlin) WMI; 23:10; Gdansk GDN FR2372
Poland; 30/05/19; Ryanair; 1; 4 zł; 19:25; Warsaw WMIWarsaw (Modlin) WMI; 21:30; Milan BGYMilan (Bergamo) BGY
Poland; 28/05/19; Ryanair; 1; 4 zł; 55 Mi; an BGYMilan (Bergamo) BGY; 08:20; Milan BGYMilan (Bergamo) BGY W61431
Poland; 28/05/19; Wizz Air; 1; 5 zł; 08:55; Milan BGYMilan (Bergamo) BGY; 10:55; Warsaw WAW
Poland; 08/05/19; Wizz Air; 1; 9 zł; 00 Mi; an BGYMilan (Bergamo) BGY; 22:40; Milan BGYMilan (Bergamo) BGY FR4558
Poland; 08/05/19; Ryanair; 1; 7 zł; 11:00; Milan BGYMilan (Bergamo) BGY; 12:50; Katowice KTW
Poland; 06/06/19; Wizz Air; 1; 9 zł; 50 Kr; kow KRK; 14:05; Krakow KRK FR9715
Poland; 06/06/19; Ryanair; 1; 3 zł; 20:50; Krakow KRK; 22:05; Gdansk GDN
Poland; 02/05/19; Wizz Air; 1; 4 zł; 15 Fr; nkfurt FRA; 14:50; Frankfurt FRA FR2427
Poland; 02/05/19; Ryanair; 1; 5 zł; 14:15; Frankfurt FRA; 15:50; Krakow KRK
Poland; 12/06/19; easyJet; 1; 2 zł; 08:00; Budapest BUD; 09:10; Warsaw WAW
Poland; 12/06/19; Wizz Air; 1; 9 zł; 45 Gd; nsk GDN; 09:10; Warsaw WAW W62467
Poland; 22/05/19; Ryanair; 1; 00 zł; 12:30; Warsaw WAW; 15:10; Bucharest OTPBucharest (Otopeni) OTP
Poland; 22/05/19; Ryanair; 1; 0 zł; 45 Bu; harest OTPBucharest (Otopeni) OTP; 15:10; Bucharest OTPBucharest (Otopeni) OTP W61583
Poland; 15/06/19; Ryanair; 1; 5 zł; 15 Wa; saw WAW; 20:15; Warsaw WMIWarsaw (Modlin) WMI FR1055
Poland; 15/06/19; Ryanair; 1; 5 zł; 15:15; Warsaw WAW; 17:40; Geneva GVA
Poland; 23/05/19; easyJet; 1; 0 zł; 07:45; Gdansk GDN; 18:45; Aarhus AAR
Poland; 23/05/19; easyJet; 1; 0 zł; 17:30; Berlin TXLBerlin (Tegel) TXL; 09:00; Berlin TXLBerlin (Tegel) TXL U25748
Canada; 19/10/19; Binter Canarias; 1; 909 zł; 12:40; Gran Canar LPA; 19:20; Toronto Pe YYZ
Canada; 19/10/19; Aer Lingus; 1; 082 zł; 45 To; onto Pe YYZ; 19:20; Toronto Pe YYZ NT7501
