,Scrap_time,Airline1_Back,Airline2_There,Airline2_Back,Airline1_There,Days,Journey_time,prediction
86,2.0,Ryanair,Ryanair,Ryanair,Ryanair,137.0,4.0,32.66836404269689
87,2.0,Ryanair,Ryanair,Ryanair,Ryanair,242.0,7.0,31.905725503195676
88,2.0,Ryanair,Ryanair,Ryanair,Ryanair,302.0,8.0,31.551515873955832
89,20.0,Ryanair,Ryanair,Ryanair,Ryanair,7.0,6.0,33.48755534035999
90,20.0,Ryanair,Ryanair,Ryanair,Ryanair,25.0,8.0,31.92942423519463
91,20.0,Ryanair,Ryanair,Ryanair,Ryanair,264.0,8.0,31.169903079259456
92,20.0,Ryanair,Ryanair,Ryanair,Ryanair,254.0,4.0,31.907494019301186
93,20.0,Ryanair,Ryanair,Ryanair,Ryanair,51.0,4.0,32.66137502019815
94,20.0,Ryanair,Ryanair,Ryanair,Ryanair,265.0,4.0,31.907494019301186
95,20.0,Ryanair,Ryanair,Ryanair,Ryanair,145.0,6.0,32.47488465145451
96,20.0,Ryanair,Ryanair,Ryanair,Ryanair,201.0,8.0,31.155407121279246
97,2.0,none,none,none,none,131.0,4.0,35.24525818358173
98,2.0,none,none,none,none,300.0,5.0,33.05348930110625
99,2.0,none,none,none,none,258.0,5.0,33.09924737845524
100,2.0,none,none,none,none,163.0,5.0,33.54152157031714
101,20.0,none,none,none,none,33.0,8.0,34.17945312014096
102,20.0,none,none,none,none,21.0,4.0,33.68876257238506
103,20.0,none,none,none,none,177.0,6.0,33.47048277789865
104,20.0,none,none,none,none,178.0,5.0,33.47048277789865
105,20.0,none,none,none,none,93.0,4.0,34.544880167113035
106,2.0,Ryanair,Ryanair,Ryanair,Ryanair,132.0,7.0,32.24257056395557
107,2.0,Ryanair,Ryanair,Ryanair,Ryanair,38.0,7.0,31.075224043426495
108,2.0,Ryanair,Ryanair,Ryanair,Ryanair,157.0,5.0,32.4345031049385
109,2.0,Ryanair,Ryanair,Ryanair,Ryanair,290.0,4.0,32.0569909560458
110,2.0,Ryanair,Ryanair,Ryanair,Ryanair,291.0,6.0,32.075408280584455
111,20.0,Ryanair,Ryanair,Ryanair,Ryanair,252.0,7.0,31.79961169579311
112,20.0,Ryanair,Ryanair,Ryanair,Ryanair,152.0,6.0,32.47488465145451
113,20.0,Ryanair,Ryanair,Ryanair,Ryanair,182.0,8.0,31.29705151191946
114,20.0,Ryanair,Ryanair,Ryanair,Ryanair,13.0,6.0,33.48755534035999
115,20.0,Ryanair,Ryanair,Ryanair,Ryanair,269.0,8.0,31.169903079259456
116,2.0,none,none,none,none,7.0,6.0,31.96331782531068
117,2.0,none,none,none,none,30.0,6.0,34.408672764895144
118,2.0,none,none,none,none,163.0,7.0,33.54716915179322
119,20.0,none,none,none,none,118.0,8.0,34.17945312014096
120,20.0,none,none,none,none,123.0,7.0,34.288000491937396
121,20.0,none,none,none,none,295.0,6.0,32.30824605141949
122,20.0,none,none,none,none,271.0,6.0,32.35559270058941
123,20.0,none,none,none,none,189.0,4.0,34.44851750027798
124,2.0,Ryanair,Ryanair,Ryanair,Ryanair,25.0,7.0,33.714810613144174
125,2.0,Ryanair,Ryanair,Ryanair,Ryanair,296.0,6.0,32.075408280584455
126,2.0,Ryanair,Ryanair,Ryanair,Ryanair,157.0,4.0,32.63458724740046
127,2.0,Ryanair,Ryanair,Ryanair,Ryanair,255.0,4.0,32.05683001395983
128,2.0,Ryanair,Ryanair,Ryanair,Ryanair,261.0,6.0,32.077856704677
129,2.0,Ryanair,Ryanair,Ryanair,Ryanair,279.0,5.0,32.079111850269165
130,2.0,Ryanair,Ryanair,Ryanair,Ryanair,172.0,5.0,32.4345031049385
131,2.0,Ryanair,Ryanair,Ryanair,Ryanair,201.0,6.0,32.05619708281817
132,2.0,Ryanair,Ryanair,Ryanair,Ryanair,159.0,7.0,32.029296381575385
133,2.0,Ryanair,Ryanair,Ryanair,Ryanair,162.0,7.0,32.029296381575385
134,2.0,Ryanair,Ryanair,Ryanair,Ryanair,192.0,8.0,31.53230467618955
135,20.0,Ryanair,Ryanair,Ryanair,Ryanair,151.0,6.0,32.47488465145451
136,20.0,Ryanair,Ryanair,Ryanair,Ryanair,81.0,7.0,32.29009097428467
137,20.0,Ryanair,Ryanair,Ryanair,Ryanair,165.0,5.0,32.47488465145451
138,20.0,Ryanair,Ryanair,Ryanair,Ryanair,260.0,7.0,31.79961169579311
139,2.0,none,none,none,none,25.0,7.0,31.963071826919798
140,2.0,none,none,none,none,18.0,8.0,32.083861047731894
141,2.0,none,none,none,none,135.0,6.0,34.630682671292256
142,2.0,none,none,none,none,276.0,8.0,33.274261019763664
143,2.0,none,none,none,none,153.0,7.0,33.54716915179322
144,2.0,none,none,none,none,289.0,4.0,32.64473634212864
145,2.0,none,none,none,none,265.0,4.0,32.69158862298382
146,20.0,none,none,none,none,292.0,6.0,32.30824605141949
